departure_date,sales_team,pol,pod,trans_mode,shipment_type,weight_kg,volume_cbm,booking_system,lead_time,cancel_status,final_sort_type,seller_type,gl_product_group_desc,order number
2021-05-16,CN DSR,CNYTN,USSAV,OCEAN,LCL,9545.0,51.035666666666664,AGL,42.833333333333336,N,Sort,NEW,gl_furniture,6
2021-05-23,CN DSR,CNSZX,USSAV,OCEAN,LCL,12344.0,64.4982,AGL,47.2,N,Sort,NEW,gl_furniture,5
2021-05-30,CN DSR,CNSHA,USLAX,OCEAN,FCL,12200.2,51.676,AGL,43.4,N,Sort,NEW,gl_furniture,5
2021-06-06,CN DSR,CNYTN,USLGB,OCEAN,LCL,8095.785555555556,54.46922222222222,SC,31.555555555555557,N,Sort,NEW,gl_furniture,9
2021-06-13,CN DSR,CNXMN,USSEA,OCEAN,FCL,9456.268,64.532,AGL,47.8,N,Sort,NEW,gl_furniture,5
2021-06-20,CN DSR,HKG,USLAX,OCEAN,LCL,5150.583333333333,31.298666666666666,SC,38.416666666666664,N,Sort,NEW,gl_furniture,12
2021-06-27,CN DSR,CNXMN,USLAX,OCEAN,FCL,9665.066666666668,63.531666666666666,AGL,36.166666666666664,N,Sort,NEW,gl_furniture,6
2021-07-04,CN DSR,HKG,USLAX,OCEAN,LCL,6551.657142857142,29.786571428571428,SC,35.57142857142857,N,Sort,NEW,gl_furniture,7
2021-07-11,CN DSR,HKG,USLGB,OCEAN,LCL,9739.785714285714,50.130428571428574,SC,32.142857142857146,N,Sort,NEW,gl_furniture,7
2021-07-18,CN DSR,CNYTN,USLGB,OCEAN,FCL,12452.385,63.27,AGL,27.5,N,Sort,NEW,gl_furniture,8
2021-07-25,CN DSR,CNYTN,USTIW,OCEAN,LCL,5483.5,35.7245,AGL,29.75,N,Sort,NEW,gl_furniture,4
2021-08-01,CN DSR,CNSHA,USNYC,OCEAN,LCL,3758.2666666666664,37.963,AGL,38.666666666666664,N,NonSort,NEW,gl_furniture,3
2021-08-08,CN DSR,CNSHA,USNYC,OCEAN,FCL,9390.425,64.3275,AGL,40.25,N,NonSort,NEW,gl_furniture,4
2021-08-15,CN DSR,CNXMN,USORF,OCEAN,LCL,9818.925,48.9875,SC,51.875,N,Sort,NEW,gl_furniture,8
2021-08-22,CN DSR,CNYTN,USNYC,OCEAN,LCL,5230.23625,33.95675,SC,45.5,N,Sort,NEW,gl_furniture,8
2021-08-29,CN DSR,CNYTN,USSAV,OCEAN,LCL,10957.08,45.3512,SC,62.4,N,Sort,NEW,gl_furniture,5
