departure_date,sales_team,pol,pod,trans_mode,shipment_type,weight_kg,volume_cbm,booking_system,lead_time,cancel_status,final_sort_type,seller_type,gl_product_group_desc,order number
2020-11-01,CN DSR,CNYTN,USOAK,OCEAN,LCL,6261.45625,31.1770625,SC,32.75,N,Sort,NEW,gl_home_improvement,16
2020-11-08,CN DSR,CNYTN,USRLO,OCEAN,LCL,4623.391666666666,20.692166666666665,AGL,34.833333333333336,N,Sort,NEW,gl_home_improvement,6
2020-11-15,CN DSR,HKG,USSAV,OCEAN,LCL,7868.125555555556,44.849444444444444,AGL,42.22222222222222,N,Sort,NEW,gl_home_improvement,9
2020-11-22,CN DSR,CNYTN,USLAX,OCEAN,LCL,12130.233333333332,42.048833333333334,SC,33.0,N,Sort,NEW,gl_home_improvement,6
2020-11-29,CN DSR,HKG,USLGB,OCEAN,FCL,9824.84,52.958000000000006,AGL,40.0,N,Sort,NEW,gl_home_improvement,5
2020-12-06,CN DSR,CNYTN,USSAV,OCEAN,LCL,5238.25,28.713749999999997,AGL,34.75,N,Sort,NEW,gl_home_improvement,8
2020-12-13,CN DSR,CNYTN,USLAX,OCEAN,LCL,10626.533333333333,42.86433333333333,AGL,41.0,N,Sort,NEW,gl_home_improvement,3
2020-12-20,CN DSR,CNYTN,USSAV,OCEAN,LCL,5332.481,26.5574,SC,33.1,N,Sort,NEW,gl_home_improvement,10
2020-12-27,CN DSR,CNYTN,USSAV,OCEAN,LCL,8438.232,43.2904,AGL,39.0,N,Sort,NEW,gl_home_improvement,5
2021-01-03,CN DSR,HKG,USLGB,OCEAN,FCL,7672.983333333334,45.74,SC,34.0,N,Sort,NEW,gl_home_improvement,6
2021-01-10,CN DSR,CNYTN,USOAK,OCEAN,LCL,7322.22,53.05583333333334,AGL,36.166666666666664,N,Sort,NEW,gl_home_improvement,6
2021-01-17,CN DSR,SZX,USLAX,OCEAN,LCL,3971.918,19.0416,SC,27.7,N,Sort,NEW,gl_home_improvement,10
2021-01-24,CN DSR,HKG,USLAX,OCEAN,LCL,6156.0,27.998399999999997,AGL,35.2,N,Sort,NEW,gl_home_improvement,5
2021-01-31,US DSR,CNYTN,USLAX,OCEAN,LCL,5871.644,28.319799999999997,SC,38.6,N,Sort,NEW,gl_home_improvement,5
2021-02-07,CN DSR,HKG,USLAX,OCEAN,LCL,3461.29,17.1568,SC,40.8,N,Sort,NEW,gl_home_improvement,5
2021-02-14,CN DSR,CNYTN,USOAK,OCEAN,LCL,7690.744000000001,30.565500000000004,SC,36.0,N,Sort,NEW,gl_home_improvement,10
2021-02-21,CN DSR,CNYTN,USLGB,OCEAN,LCL,4903.225,25.647875,SC,35.125,N,Sort,NEW,gl_home_improvement,8
2021-02-28,CN DSR,CNSHA,USLGB,OCEAN,LCL,2545.3675000000003,19.81575,AGL,45.0,N,Sort,NEW,gl_home_improvement,4
2021-03-07,CN DSR,CNYTN,USOAK,OCEAN,LCL,9742.875,33.09325,AGL,50.75,N,Sort,NEW,gl_home_improvement,4
2021-03-14,CN DSR,HKG,USNYC,OCEAN,LCL,8968.7875,41.493125,SC,31.625,N,Sort,NEW,gl_home_improvement,8
2021-03-21,EU DSR,SZX,USLGB,OCEAN,LCL,5759.344444444444,29.577555555555552,SC,26.77777777777778,N,Sort,NEW,gl_home_improvement,9
2021-03-28,CN DSR,XMN,USOAK,OCEAN,LCL,9205.708,51.251999999999995,SC,34.8,N,Sort,NEW,gl_home_improvement,10
2021-04-04,CN DSR,PVG,USLGB,OCEAN,LCL,6037.098,27.922299999999996,SC,35.2,N,Sort,NEW,gl_home_improvement,10
2021-04-11,CN DSR,PVG,USSAV,OCEAN,LCL,6938.069230769231,33.865307692307695,SC,44.38461538461539,N,Sort,NEW,gl_home_improvement,13
2021-04-18,CN DSR,HKG,USOAK,OCEAN,LCL,10073.433571428572,48.46778571428571,SC,43.5,N,Sort,NEW,gl_home_improvement,14
2021-04-25,CN DSR,HKG,USLGB,OCEAN,LCL,6065.9375,28.835375,SC,38.875,N,Sort,NEW,gl_home_improvement,8
2021-05-02,CN DSR,CNYTN,USSAV,OCEAN,LCL,10327.887857142856,44.36842857142857,SC,38.07142857142857,N,Sort,NEW,gl_home_improvement,14
2021-05-09,CN DSR,HKG,USLGB,OCEAN,LCL,5258.45,27.640583333333336,SC,53.333333333333336,N,Sort,NEW,gl_home_improvement,12
2021-05-16,US DSR,HKG,USLGB,OCEAN,LCL,5920.134000000001,33.084266666666664,SC,28.866666666666667,N,Sort,NEW,gl_home_improvement,15
2021-05-23,CN DSR,CNYTN,USOAK,OCEAN,LCL,10115.457142857142,54.24571428571429,SC,49.42857142857143,N,Sort,NEW,gl_home_improvement,7
2021-05-30,CN DSR,PVG,USSAV,OCEAN,LCL,7081.41,36.61933333333334,SC,37.72222222222222,N,Sort,NEW,gl_home_improvement,18
2021-06-06,CN DSR,CNSZX,USLGB,OCEAN,LCL,6770.313333333334,27.691833333333335,SC,17.0,N,Sort,NEW,gl_home_improvement,6
2021-06-13,US DSR,PVG,USSAV,OCEAN,LCL,4880.083333333333,26.0835,SC,48.166666666666664,N,Sort,NEW,gl_home_improvement,6
2021-06-20,CN DSR,CNTAO,USNYC,OCEAN,LCL,8496.75,37.69175,SC,36.25,N,Sort,NEW,gl_home_improvement,4
2021-06-27,CN DSR,CNYTN,USSTL,OCEAN,LCL,9053.884615384615,42.63607692307692,AGL,40.23076923076923,N,Sort,NEW,gl_home_improvement,13
2021-07-04,CN DSR,PVG,USSAV,OCEAN,LCL,6050.887857142857,30.364285714285717,SC,29.642857142857142,N,Sort,NEW,gl_home_improvement,14
2021-07-11,CN DSR,CNYTN,USLAX,OCEAN,LCL,9852.823333333334,34.326166666666666,AGL,35.0,N,Sort,NEW,gl_home_improvement,6
2021-07-18,CN DSR,CNSZX,USOAK,OCEAN,LCL,9716.966666666667,32.534,AGL,50.333333333333336,N,Sort,NEW,gl_home_improvement,3
